05-04-2023 17:23:44.823,-,API,"XBEE_LOCAL ,0013A2004208FCCA,XBee SX 868,A00B,COM9 - 38400/8/N/2/N,13,69"
05-04-2023 17:24:45.633,24,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:45.771,25,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:46.136,26,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:46.258,27,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:46.652,28,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:46.822,29,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:47.165,30,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:47.322,31,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:47.668,32,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:47.823,33,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:48.183,34,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:48.325,35,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:48.699,36,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:48.839,37,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:49.212,38,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:49.382,39,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:49.726,40,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:49.882,41,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:50.229,42,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:50.383,43,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:50.742,44,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:50.883,45,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:51.244,46,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:51.384,47,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:51.760,48,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:51.900,49,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:24:52.277,50,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:52.449,51,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:24:52.793,52,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:52.949,53,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:53.309,54,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:53.448,55,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:53.823,56,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:53.961,57,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:24:54.339,58,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:54.509,59,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:54.854,60,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:55.008,61,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:55.370,62,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:55.509,63,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:55.883,64,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:56.070,65,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:24:56.399,66,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:56.570,67,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:24:56.901,68,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:57.071,69,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:24:57.417,70,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:57.572,71,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:57.933,72,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:58.072,73,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:58.445,74,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:58.569,75,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:58.961,76,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:59.133,77,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:59.478,78,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:24:59.632,79,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:24:59.993,80,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:00.132,81,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:00.509,82,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:00.647,83,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:01.010,84,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:01.134,85,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:01.525,86,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:01.697,87,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:02.027,88,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:02.200,89,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:02.532,90,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:02.702,91,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:03.045,92,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:03.200,93,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:03.559,94,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:03.699,95,RECV,7E001097010013A2004208FCCDFFFE44420032EA
05-04-2023 17:25:04.074,96,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:04.259,97,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:04.590,98,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:04.760,99,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:05.103,100,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:05.258,101,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:05.619,102,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:05.758,103,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:06.130,104,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:06.316,105,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:06.634,106,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:06.759,107,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:07.149,108,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:07.318,109,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:07.663,110,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:07.817,111,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:08.179,112,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:08.320,113,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:08.680,114,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:08.817,115,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:09.202,116,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:09.381,117,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:09.710,118,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:09.879,119,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:10.222,120,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:10.380,121,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:10.738,122,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:10.878,123,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:11.254,124,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:11.439,125,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:11.770,126,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:11.941,127,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:12.272,128,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:12.443,129,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:12.789,130,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:12.945,131,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:13.304,132,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:13.444,133,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:13.805,134,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:13.944,135,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:14.321,136,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:14.507,137,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:14.823,138,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:14.948,139,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:15.324,140,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:15.464,141,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:15.839,142,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:16.008,143,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:16.354,144,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:16.507,145,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:16.870,146,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:17.010,147,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:17.384,148,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:17.570,149,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:17.899,150,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:18.069,151,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:18.413,152,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:18.571,153,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:18.928,154,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:19.066,155,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:19.444,156,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:19.570,157,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:19.948,158,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:20.088,159,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:20.451,160,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:20.575,161,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:20.966,162,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:21.137,163,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:21.483,164,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:21.637,165,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:21.997,166,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:22.137,167,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:22.513,168,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:22.638,169,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:23.014,170,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:23.153,171,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:23.530,172,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:23.701,173,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:24.031,174,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:24.203,175,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:24.546,176,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:24.703,177,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:25.063,178,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:25.200,179,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:25.577,180,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:25.701,181,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:26.078,182,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:26.216,183,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:26.593,184,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:26.765,185,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:27.106,186,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:27.262,187,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:27.622,188,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:27.760,189,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:28.123,190,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:28.262,191,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:28.627,192,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:28.766,193,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:29.143,194,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:29.265,195,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:29.657,196,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:29.828,197,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:30.172,198,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:30.326,199,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:30.674,200,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:30.830,201,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:31.188,202,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:31.328,203,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:31.704,204,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:31.889,205,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:32.217,206,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:32.391,207,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:32.734,208,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:32.889,209,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:33.247,210,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:33.389,211,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:33.762,212,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:33.950,213,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:34.263,214,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:34.388,215,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:34.765,216,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:34.904,217,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:35.266,218,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:35.390,219,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:35.768,220,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:35.909,221,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:36.270,222,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:36.394,223,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:36.771,224,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:36.896,225,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:37.273,226,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:37.411,227,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:37.789,228,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:37.960,229,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:38.303,230,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:38.458,231,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:38.804,232,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:38.960,233,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:39.305,234,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:39.460,235,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:39.822,236,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:39.962,237,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:40.337,238,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:40.473,239,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:40.849,240,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:41.019,241,RECV,7E001097010013A2004208FCCDFFFE44420031EB
05-04-2023 17:25:41.363,242,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:41.518,243,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:41.876,244,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:42.015,245,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:42.389,246,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:42.513,247,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:42.904,248,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:43.074,249,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:43.419,250,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:43.574,251,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:43.921,252,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:44.076,253,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:44.436,254,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:44.575,255,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:44.950,256,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:45.090,257,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:45.465,258,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:45.635,259,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:45.980,260,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:46.132,261,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:46.495,262,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:46.634,263,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:47.012,264,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:47.198,265,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:47.527,266,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:47.698,267,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:48.041,268,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:48.196,269,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:48.545,270,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:48.700,271,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:49.060,272,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:49.199,273,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:49.576,274,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:49.715,275,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:50.078,276,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:50.203,277,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:50.580,278,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:50.703,279,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:51.095,280,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:51.265,281,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:51.609,282,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:51.764,283,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:52.122,284,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:52.263,285,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:52.625,286,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:52.765,287,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:53.127,288,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:53.264,289,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:53.639,290,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:53.764,291,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:54.140,292,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:54.279,293,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:54.641,294,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:54.767,295,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:55.145,296,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:55.283,297,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:55.660,298,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:55.832,299,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:56.162,300,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:56.334,301,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:56.666,302,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:56.838,303,RECV,7E001097010013A2004208FCCDFFFE44420030EC
05-04-2023 17:25:57.170,304,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:25:57.341,305,RECV,7E001097010013A2004208FCCDFFFE4442002FED
05-04-2023 17:25:57.684,306,SENT,7E000F17010013A2004208FCCDFFFE0244429A
