05-04-2023 17:34:09.356,-,API,"XBEE_LOCAL ,0013A2004208FCCA,XBee SX 868,A00B,COM9 - 38400/8/N/2/N,13,69"

05-04-2023 17:34:42.168,0,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:42.337,1,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:42.680,2,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:42.834,3,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:43.194,4,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:43.331,5,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:34:43.705,6,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:43.831,7,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:44.208,8,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:44.332,9,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:44.711,10,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:44.896,11,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:34:45.225,12,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:45.397,13,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:45.741,14,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:45.895,15,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:46.256,16,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:46.394,17,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:34:46.771,18,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:46.896,19,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:47.287,20,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:47.457,21,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:47.799,22,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:47.957,23,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:48.314,24,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:48.453,25,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:48.830,26,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:48.953,27,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:49.342,28,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:49.513,29,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:34:49.858,30,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:50.013,31,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:50.373,32,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:50.513,33,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:34:50.877,34,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:51.015,35,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:51.391,36,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:51.513,37,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:51.904,38,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:52.074,39,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:52.418,40,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:52.574,41,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:52.936,42,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:53.076,43,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:53.452,44,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:53.593,45,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:53.953,46,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:54.076,47,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:54.461,48,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:54.578,49,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:54.968,50,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:55.140,51,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:55.485,52,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:55.641,53,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:55.988,54,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:56.143,55,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:56.501,56,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:56.639,57,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:57.015,58,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:57.153,59,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:34:57.530,60,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:57.698,61,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:34:58.044,62,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:58.200,63,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:58.550,64,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:58.705,65,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:34:59.065,66,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:59.207,67,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:34:59.568,68,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:34:59.707,69,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:35:00.084,70,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:00.206,71,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:35:00.598,72,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:00.768,73,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:35:01.113,74,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:01.267,75,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:35:01.627,76,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:01.767,77,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:35:02.142,78,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:02.268,79,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:35:02.659,80,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:35:02.826,81,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:35:03.171,82,SENT,7E000F17010013A2004208FCCDFFFE0244429A
