05-04-2023 17:43:11.706,-,API,"XBEE_LOCAL ,0013A2004208FCCA,XBee SX 868,A00B,COM9 - 38400/8/N/2/N,13,69"
05-04-2023 17:44:20.828,69,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:21.157,70,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:21.327,71,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:21.660,72,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:21.829,73,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:22.174,74,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:22.329,75,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:22.689,76,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:22.826,77,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:23.202,78,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:23.325,79,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:23.705,80,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:23.844,81,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:24.221,82,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:24.390,83,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:24.736,84,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:24.890,85,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:25.236,86,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:25.391,87,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:25.751,88,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:25.890,89,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:26.252,90,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:26.392,91,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:26.752,92,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:26.892,93,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:27.267,94,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:27.453,95,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:27.783,96,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:27.954,97,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:28.295,98,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:28.451,99,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:28.810,100,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:28.948,101,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:29.312,102,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:29.451,103,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:29.827,104,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:29.951,105,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:30.339,106,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:30.510,107,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:30.842,108,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:31.013,109,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:31.358,110,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:31.513,111,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:31.873,112,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:32.011,113,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:32.386,114,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:32.526,115,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:32.888,116,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:33.012,117,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:33.406,118,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:33.576,119,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:33.919,120,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:34.073,121,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:34.433,122,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:34.572,123,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:34.949,124,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:35.070,125,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:35.463,126,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:35.633,127,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:35.976,128,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:36.132,129,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:36.490,130,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:36.629,131,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:37.005,132,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:37.128,133,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:37.521,134,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:37.691,135,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:38.036,136,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:38.190,137,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:38.551,138,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:38.690,139,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:39.065,140,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:39.188,141,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:39.581,142,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:39.752,143,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:40.096,144,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:40.252,145,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:40.597,146,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:40.751,147,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:41.111,148,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:41.249,149,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:41.625,150,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:41.750,151,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:44:42.140,152,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:42.311,153,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:42.643,154,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:42.814,155,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:43.158,156,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:43.313,157,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:43.660,158,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:43.817,159,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:44.175,160,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:44.315,161,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:44.678,162,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:44.816,163,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:45.191,164,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:45.379,165,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:44:45.693,166,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:45.815,167,RECV,7E001097010013A2004208FCCDFFFE44420036E6
05-04-2023 17:44:46.206,168,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:46.377,169,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:46.709,170,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:46.878,171,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:47.224,172,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:47.378,173,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:47.736,174,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:47.874,175,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:48.252,176,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:48.392,177,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:48.754,178,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:48.878,179,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:49.270,180,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:49.440,181,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:49.772,182,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:49.943,183,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:50.274,184,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:50.444,185,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:50.789,186,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:50.945,187,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:51.305,188,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:51.444,189,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:51.820,190,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:51.943,191,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:52.336,192,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:52.505,193,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:52.850,194,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:53.004,195,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:53.360,196,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:53.501,197,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:53.863,198,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:54.004,199,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:54.368,200,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:54.505,201,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:54.883,202,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:55.008,203,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:44:55.385,204,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:55.524,205,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:55.897,206,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:56.069,207,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:56.400,208,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:56.571,209,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:56.915,210,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:57.070,211,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:44:57.431,212,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:57.570,213,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:57.933,214,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:58.070,215,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:58.445,216,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:58.571,217,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:44:58.946,218,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:59.086,219,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:59.459,220,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:44:59.629,221,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:44:59.975,222,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:00.129,223,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:00.488,224,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:00.628,225,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:01.001,226,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:01.127,227,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:01.505,228,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:01.691,229,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:02.021,230,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:02.191,231,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:02.535,232,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:02.689,233,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:03.049,234,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:03.189,235,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:03.550,236,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:03.696,237,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:04.059,238,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:04.244,239,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:04.575,240,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:04.746,241,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:05.091,242,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:05.247,243,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:05.594,244,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:05.750,245,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:06.110,246,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:06.250,247,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:06.626,248,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:06.765,249,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:07.140,250,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:07.311,251,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:07.654,252,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:07.808,253,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:08.167,254,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:08.307,255,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:08.668,256,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:08.808,257,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:09.170,258,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:09.308,259,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:09.681,260,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:09.807,261,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:10.198,262,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:10.368,263,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:10.712,264,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:10.870,265,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:11.215,266,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:11.370,267,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:11.729,268,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:11.868,269,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:12.246,270,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:12.385,271,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:12.747,272,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:12.871,273,RECV,7E001097010013A2004208FCCDFFFE44420039E3
05-04-2023 17:45:13.260,274,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:13.433,275,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:45:13.776,276,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:13.932,277,RECV,7E001097010013A2004208FCCDFFFE4442003AE2
05-04-2023 17:45:14.278,278,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:14.432,279,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:14.779,280,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:14.936,281,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:15.296,282,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:15.436,283,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:15.811,284,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:15.937,285,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:16.328,286,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:16.499,287,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:16.828,288,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:16.999,289,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:17.344,290,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:17.500,291,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:17.859,292,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:17.997,293,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:18.371,294,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:18.511,295,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:18.874,296,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:18.998,297,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:19.390,298,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:19.560,299,RECV,7E001097010013A2004208FCCDFFFE44420037E5
05-04-2023 17:45:19.906,300,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:20.059,301,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:20.417,302,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:20.557,303,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:20.933,304,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:45:21.057,305,RECV,7E001097010013A2004208FCCDFFFE44420038E4
05-04-2023 17:45:21.448,306,SENT,7E000F17010013A2004208FCCDFFFE0244429A
