05-04-2023 17:29:47.487,-,API,"XBEE_LOCAL ,0013A2004208FCCA,XBee SX 868,A00B,COM9 - 38400/8/N/2/N,13,69"
05-04-2023 17:31:37.400,225,RECV,7E001097010013A2004208FCCDFFFE44420033E9
05-04-2023 17:31:37.731,226,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:37.904,227,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:38.234,228,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:38.403,229,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:38.749,230,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:38.904,231,RECV,7E001097010013A2004208FCCDFFFE44420033E9
05-04-2023 17:31:39.266,232,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:39.406,233,RECV,7E001097010013A2004208FCCDFFFE44420033E9
05-04-2023 17:31:39.767,234,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:39.908,235,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:40.283,236,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:40.406,237,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:40.785,238,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:40.923,239,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:41.299,240,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:41.469,241,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:41.815,242,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:41.968,243,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:42.331,244,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:42.469,245,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:42.844,246,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:42.981,247,RECV,7E001097010013A2004208FCCDFFFE44420033E9
05-04-2023 17:31:43.345,248,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:43.467,249,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:43.858,250,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:44.030,251,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:44.374,252,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:44.529,253,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:44.888,254,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:45.027,255,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:45.404,256,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:45.529,257,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:45.919,258,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:46.090,259,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:46.435,260,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:46.590,261,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:46.935,262,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:47.089,263,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:47.449,264,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:47.589,265,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:47.958,266,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:48.090,267,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:48.468,268,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:48.590,269,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:48.982,270,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:49.151,271,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:49.494,272,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:49.650,273,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:50.009,274,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:50.149,275,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:50.512,276,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:50.649,277,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:51.012,278,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:51.153,279,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:51.528,280,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:51.670,281,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:52.030,282,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:52.153,283,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:52.543,284,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:52.715,285,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:53.060,286,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:53.214,287,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:53.573,288,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:53.713,289,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:54.076,290,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:54.215,291,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:54.592,292,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:54.732,293,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:55.106,294,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:55.276,295,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:55.620,296,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:55.776,297,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:56.137,298,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:56.275,299,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:56.651,300,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:56.790,301,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:57.153,302,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:57.275,303,RECV,7E001097010013A2004208FCCDFFFE44420035E7
05-04-2023 17:31:57.668,304,SENT,7E000F17010013A2004208FCCDFFFE0244429A
05-04-2023 17:31:57.840,305,RECV,7E001097010013A2004208FCCDFFFE44420034E8
05-04-2023 17:31:58.185,306,SENT,7E000F17010013A2004208FCCDFFFE0244429A
